2.90E-07,3.40E-07,8.00E-07,2.50E-07,2.90E-01,3.40E-01,8.00E-01,2.50E-01
2.90E-07,3.40E-07,8.00E-07,2.50E-07,2.90E-01,3.40E-01,8.00E-01,2.50E-01
2.90E-07,3.40E-07,8.00E-07,2.50E-07,2.90E-01,3.40E-01,8.00E-01,2.50E-01
2.90E-07,3.40E-07,8.00E-07,2.50E-07,2.90E-01,3.40E-01,8.00E-01,2.50E-01
2.90E-07,3.35E-07,8.00E-07,2.50E-07,2.90E-01,3.35E-01,8.00E-01,2.50E-01
2.90E-07,3.35E-07,8.00E-07,2.50E-07,2.90E-01,3.35E-01,8.00E-01,2.50E-01
2.90E-07,3.35E-07,8.00E-07,2.50E-07,2.90E-01,3.35E-01,8.00E-01,2.50E-01
2.90E-07,3.35E-07,8.00E-07,2.50E-07,2.90E-01,3.35E-01,8.00E-01,2.50E-01
2.90E-07,3.35E-07,8.00E-07,2.50E-07,2.90E-01,3.35E-01,8.00E-01,2.50E-01
2.90E-07,3.35E-07,8.00E-07,2.50E-07,2.90E-01,3.35E-01,8.00E-01,2.50E-01
2.85E-07,3.35E-07,8.00E-07,2.50E-07,2.85E-01,3.35E-01,8.00E-01,2.50E-01
2.85E-07,3.35E-07,8.00E-07,2.50E-07,2.85E-01,3.35E-01,8.00E-01,2.50E-01
2.85E-07,3.35E-07,8.00E-07,2.50E-07,2.85E-01,3.35E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.85E-07,3.30E-07,8.00E-07,2.50E-07,2.85E-01,3.30E-01,8.00E-01,2.50E-01
2.80E-07,3.30E-07,8.00E-07,2.50E-07,2.80E-01,3.30E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
2.80E-07,3.25E-07,8.00E-07,2.50E-07,2.80E-01,3.25E-01,8.00E-01,2.50E-01
